candidate,bagging_temperature,border_count,depth,has_time,l2_leaf_reg,learning_rate,random_strength,mean_train_pr_auc,mean_test_pr_auc,std_test_pr_auc,mean_train_roc_auc,mean_test_roc_auc,std_test_roc_auc,pr_auc_train_cv_gap,fold_1_test_pr_auc,fold_1_test_roc_auc,fold_2_test_pr_auc,fold_2_test_roc_auc,fold_3_test_pr_auc,fold_3_test_roc_auc
2,0.5,128,6,False,8.0,0.035,0.5,0.3347660766721256,0.23773618299651056,0.00660823536418137,0.7323222760468284,0.6823271877775662,0.004623404097408454,0.09702989367561504,0.2303237187973562,0.6784566354736137,0.24301095119723698,0.6874467980977336,0.23987387899493848,0.6810781297613515
4,0.5,128,8,False,12.0,0.025,1.0,0.3418277688290278,0.23713372005057098,0.005931080783409195,0.7372688366423427,0.6821889543008925,0.005049420761681806,0.10469404877845684,0.23079273041488751,0.6786355621018151,0.24254510912951519,0.6879689868761918,0.23806332060731022,0.6799623139246707
3,1.0,128,7,False,10.0,0.03,1.0,0.33276000812174655,0.23691021233796863,0.0069012546337549755,0.7316402562535721,0.6819875834834418,0.004864025540639192,0.09584979578377792,0.2301162316062118,0.6786115781310874,0.2439139581547076,0.6875628326601186,0.23670044725298656,0.6797883396591196
1,1.0,128,5,False,5.0,0.04,0.5,0.31519233446410705,0.2365242996611148,0.007803570207399738,0.7235908027115183,0.681143478594596,0.005415569930907103,0.07866803480299225,0.22802916724013259,0.6767088202315832,0.24337383663322093,0.6871790209156567,0.23816989510999087,0.679542594636548
5,1.0,254,6,True,12.0,0.05,0.25,0.35321794620968655,0.2357761260447929,0.005722400697792658,0.7441604214601988,0.6815983276566926,0.004920859846654693,0.11744182016489366,0.22928547670584817,0.6774287605137128,0.24009358555431126,0.6870261478732936,0.23794931587421914,0.6803400745830713
6,1.5,254,7,True,15.0,0.04,0.5,0.34709882040759776,0.23539148929928577,0.006132374188613307,0.7401993436435429,0.6810928390993496,0.005688868077253958,0.11170733110831199,0.2290811590634712,0.6763201557743382,0.24132888597214927,0.6873880604491529,0.23576442286223684,0.6795703010745576
