epoch,attention_dropout,train_cross_entropy,validation_log_loss,validation_pr_auc
1,0.0,0.34738329142691143,0.28343561676894974,0.1549217598722585
2,0.0,0.33146296387695406,0.2783002403005686,0.15742215448813615
3,0.0,0.3250442894108324,0.28308027714506806,0.15126897985233087
4,0.0,0.318249497966594,0.2793093545399553,0.15542809846558014
5,0.0,0.3122556795736393,0.2896306208625558,0.14174757128897456
6,0.0,0.30555419049349175,0.2896470892558641,0.14025629551271374
