feature_count,model,roc_auc,pr_auc,f1,recall,accuracy,brier_score,ece_10_bin,production_selected
50,validation-selected top-50 CatBoost,0.6576010592693701,0.16947659321168237,0.21502412129565818,0.3287671232876712,0.789502864535206,0.07756704948896094,0.010094322632123825,false
71,full tuned CatBoost ensemble,0.6612406434211856,0.1746536707606301,0.21871713985278654,0.3287671232876712,0.7940306782480133,0.07730718522952124,0.008789496724251594,true
